Tweet,Label
i'm going to buy my slam dunk ticket today,Not Suicide post
"I need a guidance, mentor, father figure, guardian angel or whatever fuck out there that can tell me what to do wit¦",Potential Suicide post
",im learning how to love myself,and i dont want to be here anymore",Potential Suicide post
seems like instead of me hoping i ll live past 27 i am praying i ll live past 20 i have really all but given up right now each and every day i think about disappearing from the world more and more as if its becoming an actual option,Potential Suicide post
i love you &lt;33,Not Suicide post
"Yes, the gloves are my pattern. I've made lots of gloves on my looms",Not Suicide post
"www.youtube.com/Titomi15..WATCH THE VIDEOS,COMMENT&amp;SUSCRIBE!! &amp; FOLLOW me , Cheers x",Not Suicide post
What is the software on the middle screen? I have used Adobe Premiere and Sony Vegas for amateur video making,Not Suicide post
goodbye everybody abusive dad bullying being a wimp because i never had a father figure in my childhood never getting to fuck the girls i wanted to fuck never having a say in anything becausei am too weak to step up three tours in iraq killed people who tried killing me saw those people kill my friends lost both legs to a roadside i ed wanted to become a physician but dreams are exactly that a fantasy and not something achievable spent 10 years in prison after cops ransacked my home and found 5 grams of weed i grow tired of wading through this hell every day ive been waiting for this moment for a long time and i have a 9mm ready to get the job done quick and clean fuck this place,Potential Suicide post
I got an Openmoko FreeRunner and now and Android G1 as well!! yAy!,Not Suicide post
bb: Jackz47 Good morning fellow coffee lover Glad to know ur up with us...,Not Suicide post
He was slightly damaged to begin with so nothing to report there,Not Suicide post
aaaah ty,Not Suicide post
"I admire Babar partly because he’s a great batter, but because he’s just so prone to the outside noise, it's admirable. Unreal pressure on his shoulders, team despaired of every bowler he was used to, everything stacked against him. Yet, he finds a way to stay quiet and do his job",Not Suicide post
I want to fucking die someone please kill me but suck all the fat out of me first,Potential Suicide post
RT _akara: The best Stan Lee Cameo ever ððð,Not Suicide post
lip-synching to a song.,Not Suicide post
RT : I go on YouTube to binge watch David dobrik wholeheartedly knowing Im going to be sad bc i cant marry him or Scotty or¦,Potential Suicide post
"__Perry,Reno, NV,but I dont want to kill myself.I just want to be able to let other people have to not worry about me. I feel like I never make the best choice. I constantly feel like I am making wrong choices and I am just struggling. I'm fucking depressed and I just dont want to be here anymore",Potential Suicide post
News Releases from the banquet = almost done! Final editing stages.,Not Suicide post
_morris ... and then look bemused when I take it off of their alloted hours,Not Suicide post
lol i'm thinking of moving to Berlin,Not Suicide post
"RT : Just want to say that just cause a song isn't charting, doesn't mean its dead. Stans online care about charts way more than GP¦",Potential Suicide post
You know what I hate? Staying in class during breaks and hearing hormonal teenagers conversations. Somebody kill me please.,Potential Suicide post
A lot of my tweets are about being lost &amp; miserable but its not always all its cracked out to be lol my life is a¦,Potential Suicide post
RT : I fucking miss you :( but youre probably better off without me.,Potential Suicide post
RT : Knets try to describe how V looks like in real life,Potential Suicide post
"  ""Thanks for the Rt's Paul""",Not Suicide post
Good Day Tweeps! Have a great day,Not Suicide post
everyone should follow me AND feed me mexican everyday!,Not Suicide post
had a wonderful day today,Not Suicide post
"and  's little love tweets are so cute However,  and  's make me want to vomit.",Not Suicide post
Dont break other people down just because they may seem weaker than you. If someones eyes are 20/20 that doesn¦,Potential Suicide post
she is not tired of everything.,Not Suicide post
I demanded personal satisfaction. And it was so fucking glorious to finally have done it. I had to do¦,Potential Suicide post
RT : Congratulations _Styles for winning The E! People's Choice Award for of 2018! ¦,Not Suicide post
"RT _onespecixl: Know one enjoys my company and I just make everyone miserable, everyone is better off wi",Potential Suicide post
is looking forward to her upcoming photo shoot. Off to work. Ask for my e-mail address. Chatting makes the day fly by! N/A if ur crazy.,Not Suicide post
I don't wanna! tis too annoying &amp; hard! ...doing it all day tomorrow,Not Suicide post
Have been convinced to do the second talk at tonight's DJUGL. I'm hoping not to become too regular a feature,Not Suicide post
*I* even figured out that Turkey is pretty close to Iraq.,Not Suicide post
"Right, laters everyone I am off for my next Bowen treatment, will be gone a few hours, have a good morning",Not Suicide post
"I will post this every single time it comes across and I will share how angry, how upset, how emotional I still am¦",Potential Suicide post
RT : Congratulations _bighit for winning The E! People's Choice Award for of 2018!,Not Suicide post
has just joined twitter,Not Suicide post
I hate going into my rap zone cause then I think to myself damn people should really hear this but then I go oh wel¦,Potential Suicide post
"I understand incentivizing companies to move to y¦""",Potential Suicide post
"That is how I am, but it is Valley Girl that I must watch. Nic Cage as Randy = yum. LOL!!",Not Suicide post
I prefer  meself.,Not Suicide post
Ooh. SnowboardLite is such a fun app.,Not Suicide post
imy frankieeeee &lt;3(: found any good books to read yet?,Not Suicide post
checking out twitter to see what i have heard is true,Not Suicide post
"Nah, AUS PC is more salesy (best left to the sales guys). We have 6 of the team going from Aus to Vegas in Oct. WWPC's my scene",Not Suicide post
that penclip is soooo cool!,Not Suicide post
How to cut a wrist. The end of blood.,Potential Suicide post
&quot;is in awe of everything she sees your way&quot;,Not Suicide post
Totally bought High School Musical 3 today... and it was meant to be released tomorrow. Also bought a Wii Remote charger!,Not Suicide post
Jealousy is important for a person to move ahead in life. It keeps you on your toes and helps you realize,Not Suicide post
RT : Please See Me. I Need My Human. Dont Let Me Die Alone &amp; Afraid. Hurryðð¾ðð¶,Potential Suicide post
Me knowing damn well that I will hate myself for taking a 7:30 but doing it anyways,Potential Suicide post
